Month,Temp_oC,NutAvail_N_Mpm2mo,NutAvail_P_Mpm2mo,NutAvail_Ca_Mpm2mo,NutAvail_Mg_Mpm2mo,NutAvail_K_Mpm2mo,PAR_uMpm2s,WaterAccessible_mpmo,AtmosphCO2_uLpL,Herbivores_kgLivepha,MaxCfixGivenTemp_prop,MaxCfixGivenLight_prop,MaxCfixGivenWater_prop,MaxCfixGivenCO2_prop,MaxCFixGivenN_prop,MaxCFixGivenP_prop,MaxCFixGivenCa_prop,MaxCFixGivenMg_prop,MaxCFixGivenK_prop,Plant_C_Mpm2,Plant_N_Mpm2,Uptake_C_Mpm2mo,Uptake_N_Mpm2mo,Uptake_P_Mpm2mo,Uptake_Ca_Mpm2mo,Uptake_Mg_Mpm2mo,Uptake_K_Mpm2mo,RootLengthDensity_Layer1_mpm3,RootLengthDensity_Layer2_mpm3,RootLengthDensity_Layer3_mpm3,RootLengthDensity_Layer4_mpm3,MycorLengthDensity_Layer1_mpcm3,MycorLengthDensity_Layer2_mpcm3,MycorLengthDensity_Layer3_mpcm3,MycorLengthDensity_Layer4_mpcm3,Litterfall_C_Layer1_Mpm2mo,Litterfall_C_Layer2_Mpm2mo,Litterfall_C_Layer3_Mpm2mo,Litterfall_C_Layer4_Mpm2mo,Leaf_C_Mpm2,Wood_C_Mpm2,Root_C_Mpm2,Mycor_C_Mpm2,Leaf_N_Mpm2,Wood_N_Mpm2,Root_N_Mpm2,Kdrought_Leaf, Kseasonal_Leaf, KHerbivory_Leaf,Kdrought_Wood, Kseasonal_Wood, KHerbivory_Wood,Kdrought_Root, Kseasonal_Root, KHerbivory_Root 
   186.000,     9.436,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.446,   395.000,     0.000,     0.871,     0.854,     1.000,     1.002,     0.485,     0.501,     0.897,     2.403,     6.723,   349.444,     5.665,    25.637,     0.267,     0.019,     0.065,     0.013,     0.114, 26392.426, 12450.596,  1386.449,     0.909,   421.863,   199.013,    22.161,     0.015,     9.171,     2.065,     1.839,     0.005,    32.658,   238.303,    49.962,    28.522,     0.925,     0.829,     0.594,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   187.000,    11.700,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.388,   395.000,     0.000,     0.953,     0.868,     1.000,     1.002,     0.507,     0.539,     0.943,     2.453,     6.761,   346.199,     5.456,    26.840,     0.267,     0.051,     0.068,     0.014,     0.119, 25644.642, 12097.829,  1347.166,     0.883,   409.910,   193.375,    21.533,     0.014,    21.692,     4.193,     3.735,     0.009,    29.434,   240.505,    48.546,    27.713,     0.819,     0.837,     0.577,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   188.000,    11.414,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.416,   395.000,     0.000,     0.946,     0.852,     1.000,     1.002,     0.474,     0.521,     0.915,     2.424,     6.736,   343.017,     5.252,    25.100,     0.267,     0.047,     0.063,     0.013,     0.111, 24805.617, 11702.020,  1303.090,     0.854,   396.499,   187.048,    20.829,     0.014,    20.236,     4.024,     3.585,     0.009,    26.741,   242.511,    46.958,    26.807,     0.733,     0.844,     0.558,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   189.000,     9.116,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.399,   395.000,     0.000,     0.852,     0.808,     1.000,     1.002,     0.448,     0.500,     0.890,     2.398,     6.714,   340.008,     5.059,    23.685,     0.267,     0.044,     0.060,     0.012,     0.105, 23926.006, 11287.065,  1256.883,     0.824,   382.439,   180.415,    20.090,     0.013,    18.980,     3.863,     3.441,     0.008,    24.501,   244.357,    45.293,    25.856,     0.663,     0.850,     0.539,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   190.000,     6.286,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.112,   395.000,     0.000,     0.594,     0.674,     1.000,     1.002,     0.426,     0.481,     0.868,     2.373,     6.695,   346.048,     5.226,    22.527,     0.267,     0.042,     0.057,     0.012,     0.100, 24684.883, 11645.064,  1296.748,     0.850,   394.569,   186.138,    20.728,     0.014,    11.387,     2.491,     2.220,     0.005,    26.570,   246.072,    46.729,    26.676,     0.712,     0.856,     0.556,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   191.000,     3.254,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.328,   395.000,     0.000,     0.252,     0.519,     1.000,     1.002,     0.436,     0.498,     0.888,     2.395,     6.712,   344.663,     5.228,    13.334,     0.493,     0.025,     0.034,     0.007,     0.059, 24250.161, 11439.985,  1273.911,     0.835,   387.621,   182.860,    20.363,     0.013,    10.460,     2.130,     1.897,     0.005,    25.767,   246.783,    45.906,    26.206,     0.776,     0.859,     0.546,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   192.000,     1.322,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.529,   395.000,     0.000,     0.117,     0.560,     1.000,     1.002,     0.485,     0.491,     0.879,     2.385,     6.705,   338.163,     4.959,     6.179,     0.187,     0.012,     0.016,     0.003,     0.027, 22972.577, 10837.286,  1206.797,     0.791,   367.199,   173.226,    19.290,     0.013,     9.196,     1.784,     1.590,     0.004,    23.135,   246.714,    43.488,    24.826,     0.697,     0.858,     0.517,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   193.000,     0.468,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.298,   395.000,     0.000,     0.080,     0.568,     1.000,     1.002,     0.460,     0.468,     0.850,     2.354,     6.682,   335.627,     4.861,     4.253,     0.129,     0.008,     0.011,     0.002,     0.019, 22483.835, 10606.722,  1181.122,     0.774,   359.387,   169.541,    18.879,     0.012,     4.940,     0.939,     0.836,     0.002,    22.330,   246.436,    42.563,    24.298,     0.673,     0.857,     0.506,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   194.000,     0.322,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.544,   395.000,     0.000,     0.075,     0.587,     1.000,     1.002,     0.451,     0.460,     0.840,     2.343,     6.674,   333.017,     4.762,     3.985,     0.121,     0.007,     0.010,     0.002,     0.018, 21982.731, 10370.327,  1154.798,     0.757,   351.378,   165.762,    18.459,     0.012,     4.801,     0.912,     0.812,     0.002,    21.517,   246.130,    41.614,    23.756,     0.648,     0.856,     0.495,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   195.000,     1.855,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.840,   395.000,     0.000,     0.146,     0.690,     1.000,     1.002,     0.443,     0.452,     0.830,     2.332,     6.666,   333.507,     4.774,     7.730,     0.235,     0.014,     0.019,     0.004,     0.034, 21983.969, 10370.911,  1154.863,     0.757,   351.397,   165.771,    18.460,     0.012,     5.126,     1.047,     0.933,     0.002,    21.902,   246.232,    41.617,    23.757,     0.660,     0.857,     0.495,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   196.000,     3.562,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.139,   395.000,     0.000,     0.281,     0.778,     1.000,     1.002,     0.446,     0.455,     0.833,     2.334,     6.669,   338.332,     4.935,    14.876,     0.451,     0.028,     0.038,     0.008,     0.066, 22661.024, 10690.311,  1190.431,     0.781,   362.220,   170.877,    19.028,     0.012,     6.931,     1.515,     1.350,     0.003,    23.835,   247.110,    42.898,    24.489,     0.718,     0.860,     0.510,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   197.000,     7.021,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.110,   395.000,     0.000,     0.676,     0.829,     1.000,     1.002,     0.463,     0.470,     0.852,     2.354,     6.685,   350.324,     5.324,    24.498,     0.267,     0.019,     0.062,     0.013,     0.109, 24520.894, 11567.702,  1288.133,     0.845,   391.948,   184.901,    20.590,     0.014,     8.411,     1.943,     1.731,     0.004,    28.376,   249.030,    46.419,    26.499,     0.825,     0.866,     0.552,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   198.000,     9.457,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.522,   395.000,     0.000,     0.872,     0.854,     1.000,     1.002,     0.485,     0.501,     0.898,     2.404,     6.724,   362.426,     5.718,    25.682,     0.267,     0.019,     0.065,     0.013,     0.114, 26428.576, 12467.649,  1388.348,     0.910,   422.441,   199.286,    22.192,     0.015,     9.229,     2.068,     1.842,     0.005,    32.761,   251.074,    50.030,    28.561,     0.928,     0.874,     0.595,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   199.000,    11.722,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.313,   395.000,     0.000,     0.953,     0.868,     1.000,     1.002,     0.508,     0.540,     0.944,     2.454,     6.762,   359.127,     5.508,    26.885,     0.267,     0.051,     0.068,     0.014,     0.119, 25680.714, 12114.846,  1349.061,     0.885,   410.487,   193.647,    21.564,     0.014,    21.778,     4.199,     3.741,     0.009,    29.518,   253.243,    48.615,    27.752,     0.821,     0.881,     0.578,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   200.000,    11.435,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.357,   395.000,     0.000,     0.947,     0.852,     1.000,     1.002,     0.475,     0.521,     0.916,     2.425,     6.736,   355.893,     5.304,    25.137,     0.267,     0.047,     0.063,     0.013,     0.111, 24840.733, 11718.586,  1304.935,     0.856,   397.061,   187.313,    20.858,     0.014,    20.315,     4.030,     3.590,     0.009,    26.809,   255.215,    47.024,    26.845,     0.735,     0.888,     0.559,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   201.000,     9.137,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.346,   395.000,     0.000,     0.853,     0.808,     1.000,     1.002,     0.448,     0.500,     0.891,     2.398,     6.714,   352.832,     5.109,    23.717,     0.267,     0.044,     0.060,     0.012,     0.105, 23959.599, 11302.912,  1258.647,     0.825,   382.976,   180.669,    20.119,     0.013,    19.052,     3.868,     3.446,     0.008,    24.557,   257.026,    45.356,    25.892,     0.665,     0.894,     0.539,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   202.000,     6.307,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.160,   395.000,     0.000,     0.596,     0.674,     1.000,     1.002,     0.426,     0.482,     0.868,     2.374,     6.695,   358.836,     5.277,    22.553,     0.267,     0.042,     0.057,     0.012,     0.100, 24718.869, 11661.097,  1298.533,     0.851,   395.113,   186.394,    20.756,     0.014,    11.443,     2.495,     2.222,     0.005,    26.623,   258.706,    46.794,    26.713,     0.714,     0.900,     0.556,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   203.000,     3.275,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.483,   395.000,     0.000,     0.254,     0.519,     1.000,     1.002,     0.436,     0.498,     0.889,     2.396,     6.713,   357.473,     5.280,    13.436,     0.496,     0.025,     0.034,     0.007,     0.060, 24293.848, 11460.594,  1276.206,     0.837,   388.319,   183.189,    20.399,     0.013,    10.527,     2.136,     1.903,     0.005,    25.840,   259.390,    45.989,    26.254,     0.778,     0.903,     0.547,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   204.000,     1.344,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.712,   395.000,     0.000,     0.118,     0.560,     1.000,     1.002,     0.486,     0.491,     0.880,     2.386,     6.705,   350.953,     5.012,     6.235,     0.189,     0.012,     0.016,     0.003,     0.028, 23019.475, 10859.410,  1209.261,     0.793,   367.949,   173.580,    19.329,     0.013,     9.261,     1.790,     1.594,     0.004,    23.210,   259.290,    43.577,    24.876,     0.699,     0.902,     0.518,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   205.000,     0.057,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.185,   395.000,     0.000,     0.067,     0.568,     1.000,     1.002,     0.461,     0.468,     0.851,     2.355,     6.682,   347.801,     4.893,     3.538,     0.107,     0.007,     0.009,     0.002,     0.016, 22436.900, 10584.581,  1178.657,     0.773,   358.637,   169.187,    18.840,     0.012,     4.905,     0.911,     0.812,     0.002,    22.184,   258.896,    42.474,    24.247,     0.668,     0.901,     0.505,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   206.000,    -0.089,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.260,   395.000,     0.000,     0.063,     0.587,     1.000,     1.002,     0.450,     0.459,     0.839,     2.341,     6.673,   344.641,     4.775,     3.312,     0.100,     0.006,     0.008,     0.002,     0.015, 21851.573, 10308.453,  1147.908,     0.753,   349.281,   164.773,    18.348,     0.012,     4.744,     0.883,     0.786,     0.002,    21.182,   258.479,    41.366,    23.614,     0.638,     0.899,     0.492,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   207.000,     1.444,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.263,   395.000,     0.000,     0.123,     0.690,     1.000,     1.002,     0.440,     0.450,     0.827,     2.328,     6.664,   344.176,     4.754,     6.507,     0.197,     0.012,     0.016,     0.003,     0.029, 21702.053, 10237.918,  1140.054,     0.748,   346.891,   163.645,    18.223,     0.012,     4.982,     0.993,     0.885,     0.002,    21.229,   258.411,    41.083,    23.453,     0.639,     0.899,     0.488,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   208.000,     3.151,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.236,   395.000,     0.000,     0.243,     0.778,     1.000,     1.002,     0.440,     0.449,     0.826,     2.327,     6.663,   347.502,     4.863,    12.844,     0.390,     0.024,     0.032,     0.007,     0.057, 22137.033, 10443.119,  1162.904,     0.763,   353.844,   166.925,    18.588,     0.012,     6.614,     1.419,     1.264,     0.003,    22.641,   259.032,    41.906,    23.923,     0.682,     0.901,     0.498,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   209.000,     6.610,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.158,   395.000,     0.000,     0.631,     0.829,     1.000,     1.002,     0.452,     0.460,     0.839,     2.341,     6.675,   359.214,     5.244,    23.904,     0.267,     0.019,     0.060,     0.013,     0.106, 23950.397, 11298.571,  1258.164,     0.825,   382.829,   180.599,    20.111,     0.013,     8.194,     1.897,     1.690,     0.004,    27.141,   260.852,    45.339,    25.883,     0.788,     0.908,     0.539,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   210.000,     9.047,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.355,   395.000,     0.000,     0.848,     0.854,     1.000,     1.002,     0.474,     0.492,     0.885,     2.390,     6.713,   371.045,     5.631,    25.084,     0.267,     0.019,     0.063,     0.013,     0.111, 25813.689, 12177.577,  1356.047,     0.889,   412.613,   194.649,    21.675,     0.014,     9.004,     2.020,     1.799,     0.004,    31.487,   262.796,    48.866,    27.896,     0.891,     0.914,     0.581,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   211.000,    11.311,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.324,   395.000,     0.000,     0.943,     0.868,     1.000,     1.002,     0.497,     0.532,     0.930,     2.439,     6.751,   367.936,     5.430,    26.283,     0.267,     0.049,     0.066,     0.014,     0.117, 25085.952, 11834.268,  1317.817,     0.864,   400.980,   189.162,    21.064,     0.014,    21.180,     4.102,     3.655,     0.009,    28.474,   264.864,    47.489,    27.110,     0.792,     0.922,     0.565,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   212.000,    11.024,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.471,   395.000,     0.000,     0.936,     0.852,     1.000,     1.002,     0.466,     0.512,     0.904,     2.411,     6.727,   364.883,     5.236,    24.633,     0.267,     0.046,     0.062,     0.013,     0.109, 24274.446, 11451.441,  1275.187,     0.836,   388.009,   183.043,    20.383,     0.013,    19.808,     3.941,     3.511,     0.009,    25.951,   266.746,    45.952,    26.233,     0.711,     0.928,     0.546,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
